id,Dvfull,treatment,W1,W2,W2n,W3,W3a,W3n,W4,W4a,Census_comp,W5,W5a,W5b,W5c,Party,PartyLean,PartyLikert,N2,N2n,N3,N3n,N4_1,N4_2,N4_3,N4_4,N4_5,N4_6,N4_7,N4_8,N4_9,N4_10,N4_11,N4_12,N4_13,N4_1n,N4_2n,N4_3n,N4_4n,N4_5n,N4_6n,N4_7n,N4_8n,N4_9n,N4_10n,N4_11n,N4_12n,N4_13n,Agreatdealn,Afairamountn,Nottoomuchn,Noconfidenceatalln,ConfidenceIndex,N5,N5n,N6,N6n,N7_1,N7_2,N7_3,N7_4,N7_5,N7_6,N7_7,N7_8,N7_1n,N7_2n,N7_3n,N7_4n,N7_5n,N7_6n,N7_7n,N7_8n,GovtServicesIndex,N8,N8n,N9_1,N9_2,N9_3,N9_4,N9_1n,N9_2n,N9_3n,N9_4n,MediaIndex,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N10n,N11n,N12n,N13n,N14n,N15n,N16n,N17n,N18n,N19n,N1,N1n,N1a,N1an,Trump,D2,IdeoLikert,D4,D4n,D5,D5n,D7,D7n,D8,D8n,D9,D9n,D13,D13n,D14,D14n,D15,D15n,D11,D11n,D11a,D11an,D12_1,D12_2,Region,Division,Confirmed_Cases,Covid_Deaths,Active_Covid,Incident_Rate,Case_Fatality_Ratio,opp,Q_TotalDuration,RISN,rid,Q_CHL,QPMID,cintid,ProjectToken,isNew,wave,gc,term,Treatment,Medium,Race,LS,E0_num,E1_num,E2_num,E3_num,E4_num,E5_num,E6_num,E7_num,E0_num3,E1_num3,E2_num3,E3_num3,E4_num3,E5_num3,E6_num3,E7_num3,partisan,DVfull,control,NurseLindsaydemo,DrFaucidemo,Bidenendorse,Trumpendorse,Fauciendorse,FDA,Economy,gender,health,flu,edu,incm,marital,agevar,race,trust_sci,treatment,allergy,religion,Black,Hispanic,Asian,Mixed,Other,White,PacificIslander,NativeAmerican,Other2,concernillness,knowCovid19pat,ConfidenceIndexscale,GovtServicesIndexscale,MediaIndexscale,Incident_RatePct,lnCovid_Deaths,trust_gov,fem,county,incident_ratepct,state,ManipCorr,Durationinseconds
11,6,T2 Fauci,Yes,25-34,1,Male,,0,White,,White,Republican Party,,Not very strong,,Republican,Republican,5,Very interested,3,Most of the time,3,A great deal,A fair amount,A great deal,A great deal,A fair amount,A fair amount,A fair amount,A great deal,A great deal,A great deal,A fair amount,Not too much,A great deal,3,2,3,3,2,2,2,3,3,3,2,1,3,7,5,1,0,32,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Some of the time,1,Yes,No,Yes,No,No,No,No,No,1,0,1,0,0,0,0,0,2,The scientific method generally produces accurate conclusions,1,Every day,Several days a week,Once a week,Several days a week,4,3,1,3,11,Somewhat concerned,Not too concerned,Yes,Favor,Left the same as it is now,Stay out of this matter,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Agree,Some of the time,2,1,1,1,2,1,1,0,3,1,Yes,1,Donald J. Trump,3,1,Somewhat liberal,2,Single,0,No,0,High school graduate,1,"$75,000 to under $100,000",6,Occassionally,1,Yes,1,No,0,Very good,3,Yes,Yes,Christian,Christian,KENTUCKY,Jefferson KY,South,East South Central,69131,750,68381,9016,1,Qual73538399-0108Vaccination,401,9979290,6023279d-7ba1-2dde-3bd3-eda9ed74c1df,anonymous,73531461,,,,,1,,T2 Fauci,Demo Endorse,White,1227,,,2,,,,,,,,6,,,,,,1,6,0,0,1,0,0,0,0,0,0,3,1,1,6,0,1,0,1,2,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,7,3,0,Jefferson KY,9,KENTUCKY,1,401
12,1,T2 Fauci,Yes,25-34,1,Female,,1,White,,White,Democratic Party,Strong,,,Democrat,Democrat,0,Somewhat interested,2,Some of the time,1,A great deal,A fair amount,A fair amount,Not too much,Not too much,Not too much,Not too much,A great deal,A fair amount,A fair amount,A great deal,Not too much,Not too much,3,2,2,1,1,1,1,3,2,2,3,1,1,3,4,6,0,23,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Half of the time,2,No,No,Yes,No,No,No,No,Yes,0,0,1,0,0,0,0,1,2,The scientific method can be used to produce any conclusion the researcher wants,0,Every day,Every day,Every few weeks/once a month,Every day,4,4,2,4,14,Very concerned,Very concerned,Yes,Oppose,Left the same as it is now,Stay out of this matter,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Agree,Most of the time,3,3,1,0,2,1,1,0,3,2,Yes,1,Donald J. Trump,3,1,Moderate,3,Not married but in a relationship,1,No,0,High school graduate,1,"Less than $10,000",0,Most of the time,3,No,0,Yes,1,Fair,1,No,No,,,NEW HAMPSHIRE,Coos NH,Northeast,New England,1201,31,1170,3805,3,Qual73538399-0108Vaccination,277,9979290,60232866-1a59-f98d-cbcc-58508560e58b,anonymous,73531461,,,,,1,,T2 Fauci,Demo Endorse,White,1227,,,1,,,,,,,,1,,,,,,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,3,1,1,0,1,0,3,1,1,Coos NH,4,NEW HAMPSHIRE,0,277
13,2,Control,Yes,25-34,1,Female,,1,White,,White,Democratic Party,Not very strong,,,Democrat,Democrat,1,Somewhat interested,2,Some of the time,1,A fair amount,Not too much,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,No confidence at all,A fair amount,A fair amount,A fair amount,A fair amount,2,1,2,2,2,2,2,2,0,2,2,2,2,0,11,1,1,23,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Half of the time,2,Yes,No,No,No,Yes,No,No,No,1,0,0,0,1,0,0,0,2,The scientific method generally produces accurate conclusions,1,Once a week,Once a week,Every few weeks/once a month,Every few weeks/once a month,1,1,2,2,6,Somewhat concerned,Somewhat concerned,Yes,Favor,Left the same as it is now,Stay out of this matter,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Neither agree nor disagree,Some of the time,2,2,1,1,2,1,1,0,2,1,Yes,1,Joseph R. Biden,0,0,Mostly liberal,1,Not married but in a relationship,1,No,0,2-year college degree,3,"$40,000 to under $50,000",4,Some of the time,2,No,0,No,0,Good,2,Yes,Yes,Baptist,Baptist,PENNSYLVANIA,Fayette PA,Northeast,Middle Atlantic,9993,244,9749,7730,2,Qual73538399-0108Vaccination,368,9979290,602328a6-2882-287a-a57e-efa8efc23c66,anonymous,73531461,,,,,1,,Control,Control,White,1227,1,,,,,,,,2,,,,,,,,0,2,1,0,0,0,0,0,0,0,1,2,0,3,4,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,6,1,1,Fayette PA,8,PENNSYLVANIA,,368
14,6,T4 Trump,Yes,18-24,0,Female,,1,African American,,Black,Independent/no preference,,,Closer to Democratic Party,Other,Democrat,2,Very interested,3,Some of the time,1,Not too much,Not too much,No confidence at all,A great deal,No confidence at all,Not too much,No confidence at all,Not too much,Not too much,A fair amount,No confidence at all,No confidence at all,A fair amount,1,1,0,3,0,1,0,1,1,2,0,0,2,1,2,5,5,12,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Half of the time,2,Yes,No,No,No,Yes,No,Yes,No,1,0,0,0,1,0,1,0,3,The scientific method generally produces accurate conclusions,1,Every day,Every day,Every few weeks/once a month,Every few weeks/once a month,4,4,2,2,12,Somewhat concerned,Not too concerned,Yes,Favor,Left the same as it is now,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Strongly disagree,Some of the time,2,1,1,1,2,0,1,0,0,1,No,0,,,,Very liberal,0,Not married but in a relationship,1,No,0,2-year college degree,3,"$30,000 to under $40,000",3,Most of the time,3,Yes,1,No,0,Good,2,No,No,,,VIRGINIA,Virginia Beach VA,South,South Atlantic,28090,234,27856,6243,1,Qual73538399-0108Vaccination,346,9979290,6023289e-4d48-0fff-2003-72fa5bc15ce5,anonymous,73531461,,,,,1,,T4 Trump,Text Endorse,Black,1227,,,,,2,,,,,,,,6,,,,2,6,0,0,0,0,1,0,0,0,1,2,1,3,3,1,0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5,1,1,Virginia Beach VA,6,VIRGINIA,0,346
15,3,T5 Fauci,Yes,18-24,0,Female,,1,White,,White,Republican Party,,Not very strong,,Republican,Republican,5,Somewhat interested,2,About half the time,2,Not too much,No confidence at all,A great deal,A fair amount,Not too much,Not too much,Not too much,A fair amount,A fair amount,Not too much,Not too much,Not too much,Not too much,1,0,3,2,1,1,1,2,2,1,1,1,1,1,3,8,1,17,There’s not much ordinary citizens can do to influence the government,0,Half of the time,2,No,No,No,Yes,No,Yes,Yes,No,0,0,0,1,0,1,1,0,3,The scientific method generally produces accurate conclusions,1,Never,Once a week,Never,Never,0,1,0,0,1,Not too concerned,Not too concerned,No,Oppose,Left the same as it is now,Stay out of this matter,"A factory owned by a Chinese company that employed 2,000 workers",Live in a non-democracy where government action often aligns with your views,Agree,Some of the time,1,1,0,0,2,1,0,1,3,1,Yes,1,Donald J. Trump,3,1,Moderate,3,Married,2,No,0,High school graduate,1,"Less than $10,000",0,Never,0,No,0,Yes,1,Fair,1,No,No,,,IDAHO,Nez Perce ID,West,Mountain,3316,48,3268,8206,1,Qual73538399-0108Vaccination,357,9979290,6023286d-ecaa-32b2-e2a1-3ee01abc554d,anonymous,73531461,,,,,1,,T5 Fauci,Text Endorse,White,1227,,,,,,1,,,,,,,,3,,,1,3,0,0,0,0,0,1,0,0,1,1,0,1,0,2,0,0,1,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,2,1,Nez Perce ID,8,IDAHO,0,357
16,2,T3 Biden,Yes,25-34,1,Male,,0,White,,White,Independent/no preference,,,Closer to Democratic Party,Other,Democrat,2,Somewhat interested,2,Some of the time,1,Not too much,Not too much,A fair amount,Not too much,A fair amount,Not too much,Not too much,A fair amount,Not too much,Not too much,Not too much,Not too much,Not too much,1,1,2,1,2,1,1,2,1,1,1,1,1,0,3,10,0,16,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Most of the time,3,No,No,No,Yes,No,No,No,Yes,0,0,0,1,0,0,0,1,2,The scientific method can be used to produce any conclusion the researcher wants,0,Once a week,Once a week,Once a week,Once a week,1,1,1,1,4,Somewhat concerned,Not too concerned,No,Oppose,Decreased a little,Stay out of this matter,"A factory owned by a Chinese company that employed 2,000 workers",Live in a democracy where government action sometimes aligns with your views,Neither agree nor disagree,Some of the time,2,1,0,0,1,1,0,0,2,1,Yes,1,Donald J. Trump,3,1,Mostly conservative,5,Single,0,No,0,Some college,2,"$100,000 to under $150,000",7,Occassionally,1,Yes,1,No,0,Good,2,Yes,Yes,prefer not say,prefer not say,OHIO,Richland OH,Midwest,East North Central,9815,183,9657,8101,2,Qual73538399-0108Vaccination,535,9979290,602327c1-583b-a5f5-73dc-433f846b74ed,anonymous,73531461,,,,,1,,T3 Biden,Text Endorse,White,1227,,,,1,,,,,,,,2,,,,,2,2,0,0,0,1,0,0,0,0,0,2,1,2,7,0,1,0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,1,0,Richland OH,8,OHIO,0,535
17,6,T2 Fauci,Yes,51-65,3,Male,,0,White,,White,Republican Party,,Not very strong,,Republican,Republican,5,Very interested,3,About half the time,2,Not too much,Not too much,A fair amount,A fair amount,A great deal,A fair amount,A fair amount,A fair amount,Not too much,A great deal,A great deal,No confidence at all,A great deal,1,1,2,2,3,2,2,2,1,3,3,0,3,4,5,3,1,25,There’s not much ordinary citizens can do to influence the government,0,Some of the time,1,Yes,No,No,No,Yes,No,No,No,1,0,0,0,1,0,0,0,2,The scientific method generally produces accurate conclusions,1,Once a week,Every day,Never,Every day,1,4,0,4,9,Not at all concerned,Not at all concerned,Yes,Favor,Left the same as it is now,Encourage,"A factory owned by an American company that employed 1,000 workers",Live in a non-democracy where government action often aligns with your views,Strongly disagree,Some of the time,0,0,1,1,2,2,1,1,0,1,Yes,1,Joseph R. Biden,0,0,Somewhat conservative,4,Married,2,Yes,1,Some college,2,"$50,000 to under $75,000",5,Occassionally,1,Yes,1,No,0,Very good,3,Yes,Yes,Christian,Christian,KANSAS,Butler KS,Midwest,West North Central,6988,69,6919,10444,1,Qual73538399-0108Vaccination,270,9979290,602328c9-f2b0-3c7f-7ae1-7a1909008846,anonymous,73531461,,,,,1,,T2 Fauci,Demo Endorse,White,1227,,,2,,,,,,,,6,,,,,,1,6,0,0,1,0,0,0,0,0,0,3,1,2,5,2,3,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,4,2,0,Butler KS,10,KANSAS,1,270
18,0,T5 Fauci,Yes,18-24,0,Female,,1,African American,,Black,Independent/no preference,,,Closer to Democratic Party,Other,Democrat,2,Very interested,3,About half the time,2,A fair amount,Not too much,A great deal,A fair amount,A fair amount,Not too much,A fair amount,Not too much,A fair amount,Not too much,A fair amount,Not too much,A fair amount,2,1,3,2,2,1,2,1,2,1,2,1,2,1,7,5,0,22,There’s not much ordinary citizens can do to influence the government,0,Half of the time,2,Yes,No,No,No,Yes,Yes,Yes,No,1,0,0,0,1,1,1,0,4,The scientific method can be used to produce any conclusion the researcher wants,0,Every few weeks/once a month,Once a week,Never,Every few weeks/once a month,2,1,0,2,5,Somewhat concerned,Very concerned,Yes,Favor,Decreased a little,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a non-democracy where government action often aligns with your views,Agree,Some of the time,2,3,1,1,1,0,1,1,3,1,Yes,1,Joseph R. Biden,0,0,Very conservative,6,Single,0,No,0,High school graduate,1,"Less than $10,000",0,Never,0,No,0,No,0,Excellent,4,Yes,Yes,Christian,Christian,SOUTH CAROLINA,Greenville SC,South,South Atlantic,59150,766,58384,11298,1,Qual73538399-0108Vaccination,421,9979290,6023283b-6681-f050-3c10-ffaa515b59fa,anonymous,73531461,,,,,1,,T5 Fauci,Text Endorse,Black,1227,,,,,,0,,,,,,,,0,,,2,0,0,0,0,0,0,1,0,0,1,4,0,1,0,0,0,1,0,5,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,7,2,1,Greenville SC,11,SOUTH CAROLINA,1,421
19,6,T3 Biden,Yes,25-34,1,Male,,0,White,,White,Democratic Party,Strong,,,Democrat,Democrat,0,Somewhat interested,2,Most of the time,3,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,Not too much,Not too much,A fair amount,Not too much,Not too much,Not too much,2,2,2,2,2,2,2,1,1,2,1,1,1,0,8,5,0,21,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Most of the time,3,Yes,No,No,Yes,No,Yes,Yes,No,1,0,0,1,0,1,1,0,4,The scientific method can be used to produce any conclusion the researcher wants,0,Every day,Several days a week,Several days a week,Several days a week,4,3,3,3,13,Not too concerned,Not too concerned,No,Favor,Increased a little,Encourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Agree,Most of the time,1,1,0,1,3,2,1,0,3,2,Yes,1,Joseph R. Biden,0,0,Somewhat conservative,4,Married,2,Yes,1,Advanced degree,5,"$100,000 to under $150,000",7,Some of the time,2,Yes,1,No,0,Good,2,Yes,Yes,Catholics ,Catholics ,OREGON,Deschutes OR,West,Pacific,5577,48,5529,2821,1,Qual73538399-0108Vaccination,427,9979290,602328d1-6c22-7e29-d228-053ad5eadaad,anonymous,73531461,,,,,1,,T3 Biden,Text Endorse,White,1227,,,,2,,,,,,,,6,,,,,0,6,0,0,0,1,0,0,0,0,0,2,1,5,7,2,1,0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,4,3,0,Deschutes OR,3,OREGON,1,427
20,3,T1 Lindsay,Yes,25-34,1,Male,,0,White,,White,Democratic Party,Strong,,,Democrat,Democrat,0,Somewhat interested,2,About half the time,2,No confidence at all,No confidence at all,No confidence at all,A fair amount,No confidence at all,Not too much,No confidence at all,No confidence at all,A great deal,A fair amount,No confidence at all,No confidence at all,No confidence at all,0,0,0,2,0,1,0,0,3,2,0,0,0,1,2,1,9,8,There’s not much ordinary citizens can do to influence the government,0,Some of the time,1,No,No,No,Yes,No,Yes,No,No,0,0,0,1,0,1,0,0,2,The scientific method can be used to produce any conclusion the researcher wants,0,Every day,Several days a week,Once a week,Once a week,4,3,1,1,9,Not too concerned,Not too concerned,No,Oppose,Left the same as it is now,Stay out of this matter,"A factory owned by an American company that employed 1,000 workers",Live in a non-democracy where government action often aligns with your views,Agree,Some of the time,1,1,0,0,2,1,1,1,3,1,Yes,1,Donald J. Trump,3,1,Somewhat conservative,4,Single,0,Yes,1,High school graduate,1,"$20,000 to under $30,000",2,Never,0,No,0,Yes,1,Excellent,4,Yes,Yes,Bethany catholic church ,Bethany catholic church ,TEXAS,Bexar TX,South,West South Central,184784,2557,182227,9223,1,Qual73538399-0108Vaccination,191,9979290,60232981-501a-dc97-b880-2d9337f6281b,anonymous,73531461,,,,,1,,T1 Lindsay,Demo Endorse,White,1227,,1,,,,,,,,3,,,,,,,0,3,0,1,0,0,0,0,0,0,0,4,0,1,2,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,8,2,0,Bexar TX,9,TEXAS,1,191
21,6,T7 Economy,Yes,25-34,1,Male,,0,White,,White,Republican Party,,Strong,,Republican,Republican,6,Extremely interested,4,About half the time,2,Not too much,Not too much,Not too much,A great deal,No confidence at all,Not too much,A fair amount,A fair amount,A fair amount,A great deal,Not too much,Not too much,No confidence at all,1,1,1,3,0,1,2,2,2,3,1,1,0,2,3,6,2,18,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Half of the time,2,No,No,No,No,Yes,No,Yes,No,0,0,0,0,1,0,1,0,2,The scientific method generally produces accurate conclusions,1,Every day,Every day,Every few weeks/once a month,Every few weeks/once a month,4,4,2,2,12,Not too concerned,Not at all concerned,Yes,Favor,Decreased a lot,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Strongly agree,Some of the time,1,0,1,1,0,0,1,0,4,1,No,0,,,,Very conservative,6,Single,0,No,0,Some college,2,"$10,000 to under $20,000",1,Most of the time,3,Yes,1,No,0,Excellent,4,No,No,,,NEBRASKA,Lancaster NE,Midwest,West North Central,27204,149,27055,8525,1,Qual73538399-0108Vaccination,276,9979290,6023290a-ffff-90c6-2929-3e35aa750a50,anonymous,73531461,,,,,1,,T7 Economy,Subst Message,White,1227,,,,,,,,2,,,,,,,,6,1,6,0,0,0,0,0,0,0,1,0,4,1,2,1,0,1,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,5,2,0,Lancaster NE,9,NEBRASKA,1,276
22,0,T5 Fauci,Yes,25-34,1,Female,,1,White,,White,Republican Party,,Strong,,Republican,Republican,6,Very interested,3,About half the time,2,A fair amount,Not too much,A fair amount,A fair amount,A fair amount,A fair amount,Not too much,A fair amount,Not too much,Not too much,A fair amount,A fair amount,A fair amount,2,1,2,2,2,2,1,2,1,1,2,2,2,0,9,4,0,22,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Half of the time,2,No,No,No,Yes,No,No,No,No,0,0,0,1,0,0,0,0,1,The scientific method generally produces accurate conclusions,1,Never,Several days a week,Once a week,Once a week,0,3,1,1,5,Not too concerned,Not too concerned,Yes,Favor,Decreased a little,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Strongly agree,Some of the time,1,1,1,1,1,0,1,0,4,1,Yes,1,Donald J. Trump,3,1,Mostly conservative,5,Not married but in a relationship,1,Yes,1,High school graduate,1,"$40,000 to under $50,000",4,Never,0,No,0,No,0,Good,2,Yes,Yes,Christian,Christian,OHIO,Richland OH,Midwest,East North Central,9815,183,9657,8101,2,Qual73538399-0108Vaccination,228,9979290,602329ac-32d3-f0f3-8a1b-7bff39e2b8fe,anonymous,73531461,,,,,1,,T5 Fauci,Text Endorse,White,1227,,,,,,0,,,,,,,,0,,,1,0,0,0,0,0,0,1,0,0,1,2,0,1,4,1,1,0,1,5,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,5,2,1,Richland OH,8,OHIO,1,228
23,3,T5 Fauci,Yes,25-34,1,Female,,1,White,,White,Democratic Party,Strong,,,Democrat,Democrat,0,Somewhat interested,2,About half the time,2,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,2,2,2,2,2,2,2,2,2,2,2,2,2,0,13,0,0,26,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Half of the time,2,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,The scientific method generally produces accurate conclusions,1,Every day,Every day,Every day,Every day,4,4,4,4,16,Somewhat concerned,Somewhat concerned,No,Favor,Increased a little,Stay out of this matter,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Agree,Most of the time,2,2,0,1,3,1,1,0,3,2,No,0,,,,Moderate,3,Married,2,No,0,High school graduate,1,"Less than $10,000",0,Most of the time,3,No,0,No,0,Fair,1,Yes,Yes,,,OHIO,Lawrence OH,Midwest,East North Central,4999,18,4934,8407,1,Qual73538399-0108Vaccination,226,9979290,60232962-7c30-1e18-91d1-54e800942542,anonymous,73531461,,,,,1,,T5 Fauci,Text Endorse,White,1227,,,,,,1,,,,,,,,3,,,0,3,0,0,0,0,0,1,0,0,1,1,0,1,0,2,1,0,1,5,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,3,2,1,Lawrence OH,8,OHIO,0,226
24,0,Control,Yes,25-34,1,Male,,0,White,,White,Republican Party,,Strong,,Republican,Republican,6,Extremely interested,4,About half the time,2,Not too much,Not too much,A great deal,A fair amount,A fair amount,Not too much,Not too much,A fair amount,Not too much,A great deal,A fair amount,Not too much,A fair amount,1,1,3,2,2,1,1,2,1,3,2,1,2,2,5,6,0,22,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Half of the time,2,Yes,Yes,No,No,No,No,No,No,1,1,0,0,0,0,0,0,2,The scientific method generally produces accurate conclusions,1,Once a week,Every day,Never,Every few weeks/once a month,1,4,0,2,7,Not at all concerned,Not at all concerned,Yes,Oppose,Decreased a little,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a non-democracy where government action often aligns with your views,Strongly disagree,Some of the time,0,0,1,0,1,0,1,1,0,1,No,0,,,,Very conservative,6,Single,0,No,0,Some college,2,"$20,000 to under $30,000",2,Some of the time,2,No,0,No,0,Excellent,4,Yes,Yes,Roman Catholic ,Roman Catholic ,WISCONSIN,Polk WI,Midwest,East North Central,3764,42,3722,8597,1,Qual73538399-0108Vaccination,273,9979290,60232982-533d-8b0f-cdc7-91aade9da9ff,anonymous,73531461,,,,,1,,Control,Control,White,1227,0,,,,,,,,0,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,4,0,2,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4,2,0,Polk WI,9,WISCONSIN,,273
25,0,T5 Fauci,Yes,25-34,1,Male,,0,White,,White,Republican Party,,Strong,,Republican,Republican,6,Somewhat interested,2,About half the time,2,A fair amount,A fair amount,A fair amount,A fair amount,Not too much,A fair amount,A fair amount,A fair amount,Not too much,A fair amount,A fair amount,A fair amount,A fair amount,2,2,2,2,1,2,2,2,1,2,2,2,2,0,11,2,0,24,There’s not much ordinary citizens can do to influence the government,0,Half of the time,2,No,No,No,No,No,Yes,Yes,No,0,0,0,0,0,1,1,0,2,The scientific method can be used to produce any conclusion the researcher wants,0,Several days a week,Several days a week,Every few weeks/once a month,Once a week,3,3,2,1,9,Not too concerned,Somewhat concerned,Yes,Favor,Left the same as it is now,Stay out of this matter,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Neither agree nor disagree,Some of the time,1,2,1,1,2,1,1,0,2,1,Yes,1,Donald J. Trump,3,1,Moderate,3,Married,2,Yes,1,High school graduate,1,"$30,000 to under $40,000",3,Occassionally,1,No,0,No,0,Very good,3,Yes,Yes,Pentacostal,Pentacostal,ILLINOIS,Mason IL,Midwest,East North Central,1253,41,1212,9379,3,Qual73538399-0108Vaccination,324,9979290,60232938-d5b9-b0b7-7199-13b743798e07,anonymous,73531461,,,,,1,,T5 Fauci,Text Endorse,White,1227,,,,,,0,,,,,,,,0,,,1,0,0,0,0,0,0,1,0,0,0,3,0,1,3,2,1,0,0,5,0,1,0,0,0,0,0,1,0,0,0,2,1,1,0,1,0,4,2,0,Mason IL,9,ILLINOIS,0,324
26,6,T7 Economy,Yes,25-34,1,Female,,1,African American,,Black,Democratic Party,Strong,,,Democrat,Democrat,0,Very interested,3,About half the time,2,Not too much,A fair amount,No confidence at all,No confidence at all,No confidence at all,Not too much,No confidence at all,Not too much,No confidence at all,Not too much,Not too much,No confidence at all,No confidence at all,1,2,0,0,0,1,0,1,0,1,1,0,0,0,1,5,7,7,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Most of the time,3,No,No,No,No,Yes,No,No,No,0,0,0,0,1,0,0,0,1,The scientific method generally produces accurate conclusions,1,Several days a week,Every day,Once a week,Every few weeks/once a month,3,4,1,2,10,Very concerned,Somewhat concerned,No,Oppose,Left the same as it is now,Stay out of this matter,"A factory owned by an American company that employed 1,000 workers",Live in a non-democracy where government action often aligns with your views,Strongly agree,Some of the time,3,2,0,0,2,1,1,1,4,1,Yes,1,Joseph R. Biden,0,0,Moderate,3,Single,0,Yes,1,High school graduate,1,"Less than $10,000",0,Most of the time,3,Yes,1,No,0,Good,2,Yes,Yes,Christian ,Christian ,ARKANSAS,Pulaski AR,South,West South Central,35851,546,35305,9148,2,Qual73538399-0108Vaccination,260,9979290,602329a3-5bce-da02-49b1-6e2b5e50570e,anonymous,73531461,,,,,1,,T7 Economy,Subst Message,Black,1227,,,,,,,,2,,,,,,,,6,0,6,0,0,0,0,0,0,0,1,1,2,1,1,0,0,1,1,1,7,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,6,2,1,Pulaski AR,9,ARKANSAS,1,260
27,6,T6 Approval,Yes,25-34,1,Female,,1,African American,,Black,Democratic Party,Strong,,,Democrat,Democrat,0,Extremely interested,4,About half the time,2,A fair amount,A fair amount,Not too much,A fair amount,A great deal,Not too much,A fair amount,A fair amount,A fair amount,No confidence at all,A fair amount,Not too much,Not too much,2,2,1,2,3,1,2,2,2,0,2,1,1,1,7,4,1,21,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,All of the time,4,Yes,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,1,The scientific method generally produces accurate conclusions,1,Every day,Several days a week,Several days a week,Several days a week,4,3,3,3,13,Very concerned,Very concerned,Yes,Oppose,Increased a lot,Encourage,"A factory owned by a Chinese company that employed 2,000 workers",Live in a non-democracy where government action often aligns with your views,Strongly agree,Some of the time,3,3,1,0,4,2,0,1,4,1,Yes,1,Joseph R. Biden,0,0,Very liberal,0,Married,2,No,0,Advanced degree,5,"$75,000 to under $100,000",6,Never,0,Yes,1,No,0,Very good,3,Yes,Yes,faith church,faith church,MINNESOTA,Hennepin MN,Midwest,West North Central,97413,1552,95861,7696,2,Qual73538399-0108Vaccination,306,9979290,60232969-2c3d-3a44-fa91-6025bd836992,anonymous,73531461,,,,,1,,T6 Approval,Subst Message,Black,1227,,,,,,,2,,,,,,,,6,,0,6,0,0,0,0,0,0,1,0,1,3,1,5,6,2,1,1,1,6,0,1,1,0,0,0,0,0,0,0,0,3,1,1,0,1,0,7,2,1,Hennepin MN,8,MINNESOTA,1,306
